CNAE;Ano;Quantidade total
Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada;2014;2
Comércio atacadista de produtos odontológicos;2014;14
Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;2014;91
Comércio atacadista de próteses e artigos de ortopedia;2014;4
Comércio atacadista de resíduos de papel e papelão;2014;44
Comércio atacadista de resíduos e sucatas metálicos;2014;94
Comércio atacadista de resíduos e sucatas não-metálicos, exceto de papel e papelão;2014;63
Comércio atacadista de resinas e elastômeros;2014;12
Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho;2014;22
Comércio atacadista de sementes, flores, plantas e gramas;2014;18
Comércio atacadista de solventes;2014;2
Comércio atacadista de sorvetes;2014;5
Comércio atacadista de suprimentos para informática;2014;2
Comércio atacadista de tecidos;2014;10
Comércio atacadista de tintas, vernizes e similares;2014;14
Comércio atacadista de vidros, espelhos e vitrais;2014;12
Comércio atacadista especializado de materiais de construção não especificados anteriormente;2014;21
Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente;2014;46
Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente;2014;110
Comércio por atacado de automóveis, camionetas e utilitários novos e usados;2014;1
Comércio por atacado de caminhões novos e usados;2014;5
Comércio por atacado de ônibus e microônibus novos e usados;2014;1
Comércio por atacado de peças e acessórios novos para veículos automotores;2014;120
Comércio por atacado de peças e acessórios para motocicletas e motonetas;2014;13
Comércio por atacado de pneumáticos e câmaras-de-ar;2014;13
Comércio sob consignação de motocicletas e motonetas;2014;1
Comércio sob consignação de veículos automotores;2014;7
Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação;2014;563
Comércio varejista de antigüidades;2014;10
Comércio varejista de armas e munições;2014;1
Comercio varejista de artigos de armarinho;2014;617
Comércio varejista de artigos de caça, pesca e camping;2014;48
Comercio varejista de artigos de cama, mesa e banho;2014;366
Comércio varejista de artigos de colchoaria;2014;93
Comércio varejista de artigos de iluminação;2014;38
Comércio varejista de artigos de joalheria;2014;106
Comércio varejista de artigos de óptica;2014;245
Comércio varejista de artigos de papelaria;2014;406
Comércio varejista de artigos de relojoaria;2014;38
Comércio varejista de artigos de tapeçaria, cortinas e persianas;2014;133
Comércio varejista de artigos de viagem;2014;48
Comércio varejista de artigos do vestuário e acessórios;2014;6090
Comércio varejista de artigos esportivos;2014;185
Comércio varejista de artigos fotográficos e para filmagem;2014;78
Comércio varejista de artigos médicos e ortopédicos;2014;69
Comércio varejista de bebidas;2014;774
Comércio varejista de bicicletas e triciclos;2014;108
Comércio varejista de brinquedos e artigos recreativos;2014;159
Comércio varejista de cal, areia, pedra britada, tijolos e telhas;2014;110
Comércio varejista de calçados;2014;454
Comércio varejista de carnes - açougues;2014;316
Comércio varejista de combustíveis para veículos automotores;2014;232
Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;2014;1244
Comércio varejista de discos, CDs, DVDs e fitas;2014;62
Comércio varejista de doces, balas, bombons e semelhantes;2014;415
Comércio varejista de embarcações e outros veículos recreativos;2014;14
Comércio varejista de equipamentos para escritório;2014;38
Comércio varejista de ferragens e ferramentas;2014;584
Comércio varejista de fogos de artifício e artigos pirotécnicos;2014;9
Comércio varejista de gás liqüefeito de petróleo (GLP);2014;226
Comércio varejista de hortifrutigranjeiros;2014;323
Comércio varejista de jornais e revistas;2014;98
Comércio varejista de laticínios e frios;2014;193
Comércio varejista de livros;2014;100
Comércio varejista de lubrificantes;2014;54
Comércio varejista de madeira e artefatos;2014;213
Comércio varejista de materiais de construção em geral;2014;878
Comércio varejista de materiais de construção não especificados anteriormente;2014;648
Comércio varejista de materiais hidráulicos;2014;68
Comércio varejista de material elétrico;2014;281
Comércio varejista de medicamentos veterinários;2014;27
Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados;2014;7
Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;2014;1460
Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;2014;158
Comércio varejista de mercadorias em lojas de conveniência;2014;31
Comércio varejista de móveis;2014;527
Comércio varejista de objetos de arte;2014;30
Comércio varejista de outros artigos de uso doméstico não especificados anteriormente;2014;411
Comércio varejista de outros artigos usados;2014;164
Comércio varejista de outros produtos não especificados anteriormente;2014;1399
Comércio varejista de pedras para revestimento;2014;30
Comércio varejista de plantas e flores naturais;2014;204
Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;2014;791
Comércio varejista de produtos farmacêuticos homeopáticos;2014;9
Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas;2014;38
Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;2014;390
Comércio varejista de produtos saneantes domissanitários;2014;260
Comércio varejista de suvenires, bijuterias e artesanatos;2014;529
Comércio varejista de tecidos;2014;93
Comércio varejista de tintas e materiais para pintura;2014;195
Comércio varejista de vidros;2014;202
Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;2014;311
Comércio varejista especializado de equipamentos de telefonia e comunicação;2014;319
Comércio varejista especializado de equipamentos e suprimentos de informática;2014;866
Comércio varejista especializado de instrumentos musicais e acessórios;2014;57
Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação;2014;190
Comissaria de despachos;2014;7
Compra e venda de imóveis próprios;2014;154
Concessionárias de rodovias, pontes, túneis e serviços relacionados;2014;1
Condomínios prediais;2014;2
Condomínios residenciais para idosos;2014;4
Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida;2014;1517
Confecção de roupas íntimas;2014;89
Confecção de roupas profissionais, exceto sob medida;2014;35
Confecção, sob medida, de peças do vestuário, exceto roupas íntimas;2014;804
Confecção, sob medida, de roupas profissionais;2014;9
Conservação de florestas nativas;2014;1
Construção de edifícios;2014;509
Construção de embarcações para esporte e lazer;2014;4
Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte;2014;1
Construção de estações e redes de distribuição de energia elétrica;2014;4
Construção de estações e redes de telecomunicações;2014;11
Construção de instalações esportivas e recreativas;2014;2
Construção de obras-de-arte especiais;2014;2
Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação;2014;6
Construção de rodovias e ferrovias;2014;7
Consultoria em publicidade;2014;8
Consultoria em tecnologia da informação;2014;113
Cooperativas de crédito mútuo;2014;6
Correspondentes de instituições financeiras;2014;7
Corretagem na compra e venda e avaliação de imóveis;2014;117
Corretagem no aluguel de imóveis;2014;80
Corretoras de contratos de mercadorias;2014;1
Corretores e agentes de seguros, de planos de previdência complementar e de saúde;2014;316
Criação de animais de estimação;2014;29
Criação de asininos e muares;2014;1
Criação de aves, exceto galináceos;2014;2
Criação de bovinos para corte;2014;99
Criação de bovinos para leite;2014;80
Criação de bovinos, exceto para corte e leite;2014;4
Criação de caprinos;2014;3
Criação de eqüinos;2014;20
Criação de estandes para feiras e exposições;2014;2
Criação de frangos para corte;2014;2
Criação de outros animais não especificados anteriormente;2014;3
Criação de ovinos, inclusive para produção de lã;2014;1
Criação de peixes em água doce;2014;8
Criação de peixes ornamentais em água doce;2014;3
Cultivo de banana;2014;2
Cultivo de batata-inglesa;2014;3
Cultivo de cana-de-açúcar;2014;2
Cultivo de eucalipto;2014;67
Cultivo de flores e plantas ornamentais;2014;116
Cultivo de frutas de lavoura permanente não especificadas anteriormente;2014;5
Cultivo de girassol;2014;1
Cultivo de laranja;2014;3
Cultivo de mandioca;2014;3
Cultivo de milho;2014;31
Cultivo de morango;2014;5
Cultivo de mudas em viveiros florestais;2014;1
Cultivo de outras oleaginosas de lavoura temporária não especificadas anteriormente;2014;1
Cultivo de outras plantas de lavoura permanente não especificadas anteriormente;2014;4
Cultivo de outras plantas de lavoura temporária não especificadas anteriormente;2014;17
Cultivo de pêssego;2014;4
Cultivo de pinus;2014;1
Cultivo de tomate rasteiro;2014;3
Cultivo de trigo;2014;1
Cultivo de uva;2014;3
Cursos de pilotagem;2014;4
Cursos preparatórios para concursos;2014;56
Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal;2014;12
Demolição de edifícios e outras estruturas;2014;8
Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis;2014;16
Descontaminação e outros serviços de gestão de resíduos;2014;1
Desenvolvimento de programas de computador sob encomenda;2014;224
Desenvolvimento e licenciamento de programas de computador customizáveis;2014;30
Desenvolvimento e licenciamento de programas de computador não-customizáveis;2014;33
Design de interiores;2014;24
Discotecas, danceterias, salões de dança e similares;2014;7
Distribuição cinematográfica, de vídeo e de programas de televisão;2014;1
Distribuição de água por caminhões;2014;21
Edição de cadastros, listas e outros produtos gráficos;2014;146
